,time
932,2022-05-10 04:25:00
933,2022-05-10 04:20:00
934,2022-05-10 04:15:00
935,2022-05-10 04:10:00
936,2022-05-10 04:05:00
937,2022-05-09 20:00:00
938,2022-05-09 19:55:00
939,2022-05-09 19:50:00
940,2022-05-09 19:45:00
941,2022-05-09 19:40:00
942,2022-05-09 19:35:00
943,2022-05-09 19:30:00
944,2022-05-09 19:25:00
945,2022-05-09 19:20:00
946,2022-05-09 19:15:00
947,2022-05-09 19:10:00
948,2022-05-09 19:05:00
949,2022-05-09 19:00:00
950,2022-05-09 18:55:00
951,2022-05-09 18:50:00
952,2022-05-09 18:45:00
953,2022-05-09 18:40:00
954,2022-05-09 18:35:00
955,2022-05-09 18:30:00
956,2022-05-09 18:25:00
957,2022-05-09 18:20:00
958,2022-05-09 18:15:00
959,2022-05-09 18:10:00
960,2022-05-09 18:05:00
961,2022-05-09 18:00:00
962,2022-05-09 17:55:00
963,2022-05-09 17:50:00
964,2022-05-09 17:45:00
965,2022-05-09 17:40:00
966,2022-05-09 17:35:00
967,2022-05-09 17:30:00
968,2022-05-09 17:25:00
969,2022-05-09 17:20:00
970,2022-05-09 17:15:00
971,2022-05-09 17:10:00
972,2022-05-09 17:05:00
973,2022-05-09 17:00:00
974,2022-05-09 16:55:00
975,2022-05-09 16:50:00
976,2022-05-09 16:45:00
977,2022-05-09 16:40:00
978,2022-05-09 16:35:00
979,2022-05-09 16:30:00
980,2022-05-09 16:25:00
981,2022-05-09 16:20:00
982,2022-05-09 16:15:00
983,2022-05-09 16:10:00
984,2022-05-09 16:05:00
985,2022-05-09 16:00:00
986,2022-05-09 15:55:00
987,2022-05-09 15:50:00
988,2022-05-09 15:45:00
989,2022-05-09 15:40:00
990,2022-05-09 15:35:00
991,2022-05-09 15:30:00
992,2022-05-09 15:25:00
993,2022-05-09 15:20:00
994,2022-05-09 15:15:00
995,2022-05-09 15:10:00
996,2022-05-09 15:05:00
997,2022-05-09 15:00:00
998,2022-05-09 14:55:00
999,2022-05-09 14:50:00
1000,2022-05-09 14:45:00
1001,2022-05-09 14:40:00
1002,2022-05-09 14:35:00
1003,2022-05-09 14:30:00
1004,2022-05-09 14:25:00
1005,2022-05-09 14:20:00
1006,2022-05-09 14:15:00
1007,2022-05-09 14:10:00
1008,2022-05-09 14:05:00
1009,2022-05-09 14:00:00
1010,2022-05-09 13:55:00
1011,2022-05-09 13:50:00
1012,2022-05-09 13:45:00
1013,2022-05-09 13:40:00
1014,2022-05-09 13:35:00
1015,2022-05-09 13:30:00
1016,2022-05-09 13:25:00
1017,2022-05-09 13:20:00
1018,2022-05-09 13:15:00
1019,2022-05-09 13:10:00
1020,2022-05-09 13:05:00
1021,2022-05-09 13:00:00
1022,2022-05-09 12:55:00
1023,2022-05-09 12:50:00
1024,2022-05-09 12:45:00
1025,2022-05-09 12:40:00
1026,2022-05-09 12:35:00
1027,2022-05-09 12:30:00
1028,2022-05-09 12:25:00
1029,2022-05-09 12:20:00
1030,2022-05-09 12:15:00
1031,2022-05-09 12:10:00
1032,2022-05-09 12:05:00
1033,2022-05-09 12:00:00
1034,2022-05-09 11:55:00
1035,2022-05-09 11:50:00
1036,2022-05-09 11:45:00
1037,2022-05-09 11:40:00
1038,2022-05-09 11:35:00
1039,2022-05-09 11:30:00
1040,2022-05-09 11:25:00
1041,2022-05-09 11:20:00
1042,2022-05-09 11:15:00
1043,2022-05-09 11:10:00
1044,2022-05-09 11:05:00
1045,2022-05-09 11:00:00
1046,2022-05-09 10:55:00
1047,2022-05-09 10:50:00
1048,2022-05-09 10:45:00
1049,2022-05-09 10:40:00
1050,2022-05-09 10:35:00
1051,2022-05-09 10:30:00
1052,2022-05-09 10:25:00
1053,2022-05-09 10:20:00
1054,2022-05-09 10:15:00
1055,2022-05-09 10:10:00
1056,2022-05-09 10:05:00
1057,2022-05-09 10:00:00
1058,2022-05-09 09:55:00
1059,2022-05-09 09:50:00
1060,2022-05-09 09:45:00
1061,2022-05-09 09:40:00
1062,2022-05-09 09:35:00
1063,2022-05-09 09:30:00
1064,2022-05-09 09:25:00
1065,2022-05-09 09:20:00
1066,2022-05-09 09:15:00
1067,2022-05-09 09:10:00
1068,2022-05-09 09:05:00
1069,2022-05-09 09:00:00
1070,2022-05-09 08:55:00
1071,2022-05-09 08:50:00
1072,2022-05-09 08:45:00
1073,2022-05-09 08:40:00
1074,2022-05-09 08:35:00
1075,2022-05-09 08:30:00
1076,2022-05-09 08:25:00
1077,2022-05-09 08:20:00
1078,2022-05-09 08:15:00
1079,2022-05-09 08:10:00
1080,2022-05-09 08:05:00
1081,2022-05-09 08:00:00
1082,2022-05-09 07:55:00
1083,2022-05-09 07:50:00
1084,2022-05-09 07:45:00
1085,2022-05-09 07:40:00
1086,2022-05-09 07:35:00
1087,2022-05-09 07:30:00
1088,2022-05-09 07:25:00
1089,2022-05-09 07:20:00
1090,2022-05-09 07:15:00
1091,2022-05-09 07:10:00
1092,2022-05-09 07:05:00
1093,2022-05-09 07:00:00
1094,2022-05-09 06:55:00
1095,2022-05-09 06:50:00
1096,2022-05-09 06:45:00
1097,2022-05-09 06:40:00
1098,2022-05-09 06:35:00
1099,2022-05-09 06:30:00
1100,2022-05-09 06:25:00
1101,2022-05-09 06:20:00
1102,2022-05-09 06:15:00
1103,2022-05-09 06:10:00
1104,2022-05-09 06:05:00
1105,2022-05-09 06:00:00
1106,2022-05-09 05:55:00
1107,2022-05-09 05:50:00
1108,2022-05-09 05:45:00
1109,2022-05-09 05:40:00
1110,2022-05-09 05:30:00
1111,2022-05-09 05:25:00
1112,2022-05-09 05:20:00
1113,2022-05-09 05:15:00
1114,2022-05-09 05:00:00
1115,2022-05-09 04:55:00
1116,2022-05-09 04:50:00
1117,2022-05-09 04:45:00
1118,2022-05-09 04:40:00
1119,2022-05-09 04:35:00
1120,2022-05-09 04:30:00
1121,2022-05-09 04:25:00
1122,2022-05-09 04:20:00
1123,2022-05-09 04:15:00
1124,2022-05-09 04:10:00
1125,2022-05-09 04:05:00
1126,2022-05-06 20:00:00
1127,2022-05-06 19:55:00
1128,2022-05-06 19:50:00
1129,2022-05-06 19:45:00
1130,2022-05-06 19:40:00
1131,2022-05-06 19:35:00
1132,2022-05-06 19:25:00
1133,2022-05-06 19:15:00
1134,2022-05-06 19:10:00
1135,2022-05-06 19:05:00
1136,2022-05-06 19:00:00
1137,2022-05-06 18:55:00
1138,2022-05-06 18:50:00
1139,2022-05-06 18:45:00
1140,2022-05-06 18:40:00
1141,2022-05-06 18:25:00
1142,2022-05-06 18:20:00
1143,2022-05-06 18:15:00
1144,2022-05-06 18:10:00
1145,2022-05-06 18:05:00
1146,2022-05-06 18:00:00
1147,2022-05-06 17:50:00
1148,2022-05-06 17:45:00
1149,2022-05-06 17:40:00
1150,2022-05-06 17:35:00
1151,2022-05-06 17:30:00
1152,2022-05-06 17:25:00
1153,2022-05-06 17:20:00
1154,2022-05-06 17:15:00
1155,2022-05-06 17:10:00
1156,2022-05-06 17:05:00
1157,2022-05-06 17:00:00
1158,2022-05-06 16:55:00
1159,2022-05-06 16:50:00
1160,2022-05-06 16:45:00
1161,2022-05-06 16:40:00
1162,2022-05-06 16:35:00
1163,2022-05-06 16:30:00
1164,2022-05-06 16:25:00
1165,2022-05-06 16:20:00
1166,2022-05-06 16:15:00
1167,2022-05-06 16:10:00
1168,2022-05-06 16:05:00
1169,2022-05-06 16:00:00
1170,2022-05-06 15:55:00
1171,2022-05-06 15:50:00
1172,2022-05-06 15:45:00
1173,2022-05-06 15:40:00
1174,2022-05-06 15:35:00
1175,2022-05-06 15:30:00
1176,2022-05-06 15:25:00
1177,2022-05-06 15:20:00
1178,2022-05-06 15:15:00
1179,2022-05-06 15:10:00
1180,2022-05-06 15:05:00
1181,2022-05-06 15:00:00
1182,2022-05-06 14:55:00
1183,2022-05-06 14:50:00
1184,2022-05-06 14:45:00
1185,2022-05-06 14:40:00
1186,2022-05-06 14:35:00
1187,2022-05-06 14:30:00
1188,2022-05-06 14:25:00
1189,2022-05-06 14:20:00
1190,2022-05-06 14:15:00
1191,2022-05-06 14:10:00
1192,2022-05-06 14:05:00
1193,2022-05-06 14:00:00
1194,2022-05-06 13:55:00
1195,2022-05-06 13:50:00
1196,2022-05-06 13:45:00
1197,2022-05-06 13:40:00
1198,2022-05-06 13:35:00
1199,2022-05-06 13:30:00
1200,2022-05-06 13:25:00
1201,2022-05-06 13:20:00
1202,2022-05-06 13:15:00
1203,2022-05-06 13:10:00
1204,2022-05-06 13:05:00
1205,2022-05-06 13:00:00
1206,2022-05-06 12:55:00
1207,2022-05-06 12:50:00
1208,2022-05-06 12:45:00
1209,2022-05-06 12:40:00
1210,2022-05-06 12:35:00
1211,2022-05-06 12:30:00
1212,2022-05-06 12:25:00
1213,2022-05-06 12:20:00
1214,2022-05-06 12:15:00
1215,2022-05-06 12:10:00
1216,2022-05-06 12:05:00
1217,2022-05-06 12:00:00
1218,2022-05-06 11:55:00
1219,2022-05-06 11:50:00
1220,2022-05-06 11:45:00
1221,2022-05-06 11:40:00
1222,2022-05-06 11:35:00
1223,2022-05-06 11:30:00
1224,2022-05-06 11:25:00
1225,2022-05-06 11:20:00
1226,2022-05-06 11:15:00
1227,2022-05-06 11:10:00
1228,2022-05-06 11:05:00
1229,2022-05-06 11:00:00
1230,2022-05-06 10:55:00
1231,2022-05-06 10:50:00
1232,2022-05-06 10:45:00
1233,2022-05-06 10:40:00
1234,2022-05-06 10:35:00
1235,2022-05-06 10:30:00
1236,2022-05-06 10:25:00
1237,2022-05-06 10:20:00
1238,2022-05-06 10:15:00
1239,2022-05-06 10:10:00
1240,2022-05-06 10:05:00
1241,2022-05-06 10:00:00
1242,2022-05-06 09:55:00
1243,2022-05-06 09:50:00
1244,2022-05-06 09:45:00
1245,2022-05-06 09:40:00
1246,2022-05-06 09:35:00
1247,2022-05-06 09:30:00
1248,2022-05-06 09:25:00
1249,2022-05-06 09:20:00
1250,2022-05-06 09:15:00
1251,2022-05-06 09:10:00
1252,2022-05-06 09:05:00
1253,2022-05-06 09:00:00
1254,2022-05-06 08:55:00
1255,2022-05-06 08:50:00
1256,2022-05-06 08:45:00
1257,2022-05-06 08:40:00
1258,2022-05-06 08:35:00
1259,2022-05-06 08:30:00
1260,2022-05-06 08:25:00
1261,2022-05-06 08:20:00
1262,2022-05-06 08:15:00
1263,2022-05-06 08:10:00
1264,2022-05-06 08:05:00
1265,2022-05-06 08:00:00
1266,2022-05-06 07:55:00
1267,2022-05-06 07:50:00
1268,2022-05-06 07:45:00
1269,2022-05-06 07:40:00
1270,2022-05-06 07:35:00
1271,2022-05-06 07:30:00
1272,2022-05-06 07:25:00
1273,2022-05-06 07:20:00
1274,2022-05-06 07:15:00
1275,2022-05-06 07:10:00
1276,2022-05-06 07:05:00
1277,2022-05-06 06:55:00
1278,2022-05-06 06:50:00
1279,2022-05-06 06:45:00
1280,2022-05-06 06:40:00
1281,2022-05-06 06:35:00
1282,2022-05-06 06:30:00
1283,2022-05-06 06:25:00
1284,2022-05-06 06:20:00
1285,2022-05-06 06:15:00
1286,2022-05-06 06:10:00
1287,2022-05-06 06:05:00
1288,2022-05-06 06:00:00
1289,2022-05-06 05:55:00
1290,2022-05-06 05:45:00
1291,2022-05-06 05:35:00
1292,2022-05-06 05:30:00
1293,2022-05-06 05:25:00
1294,2022-05-06 05:15:00
1295,2022-05-06 05:10:00
1296,2022-05-06 05:00:00
1297,2022-05-06 04:55:00
1298,2022-05-06 04:50:00
1299,2022-05-06 04:35:00
1300,2022-05-06 04:30:00
1301,2022-05-06 04:25:00
1302,2022-05-06 04:15:00
1303,2022-05-06 04:10:00
1304,2022-05-06 04:05:00
1305,2022-05-05 20:00:00
1306,2022-05-05 19:55:00
1307,2022-05-05 19:50:00
1308,2022-05-05 19:45:00
1309,2022-05-05 19:40:00
1310,2022-05-05 19:35:00
1311,2022-05-05 19:30:00
1312,2022-05-05 19:25:00
1313,2022-05-05 19:20:00
1314,2022-05-05 19:15:00
1315,2022-05-05 19:10:00
1316,2022-05-05 19:05:00
1317,2022-05-05 19:00:00
1318,2022-05-05 18:55:00
1319,2022-05-05 18:50:00
1320,2022-05-05 18:45:00
1321,2022-05-05 18:40:00
1322,2022-05-05 18:35:00
1323,2022-05-05 18:30:00
1324,2022-05-05 18:25:00
1325,2022-05-05 18:20:00
1326,2022-05-05 18:15:00
1327,2022-05-05 18:10:00
1328,2022-05-05 18:05:00
1329,2022-05-05 18:00:00
1330,2022-05-05 17:55:00
1331,2022-05-05 17:50:00
1332,2022-05-05 17:45:00
1333,2022-05-05 17:40:00
1334,2022-05-05 17:35:00
1335,2022-05-05 17:30:00
1336,2022-05-05 17:25:00
1337,2022-05-05 17:20:00
1338,2022-05-05 17:15:00
1339,2022-05-05 17:10:00
1340,2022-05-05 17:05:00
1341,2022-05-05 17:00:00
1342,2022-05-05 16:55:00
1343,2022-05-05 16:50:00
1344,2022-05-05 16:45:00
1345,2022-05-05 16:40:00
1346,2022-05-05 16:35:00
1347,2022-05-05 16:30:00
1348,2022-05-05 16:25:00
1349,2022-05-05 16:20:00
1350,2022-05-05 16:15:00
1351,2022-05-05 16:10:00
1352,2022-05-05 16:05:00
1353,2022-05-05 16:00:00
1354,2022-05-05 15:55:00
1355,2022-05-05 15:50:00
1356,2022-05-05 15:45:00
1357,2022-05-05 15:40:00
1358,2022-05-05 15:35:00
1359,2022-05-05 15:30:00
1360,2022-05-05 15:25:00
1361,2022-05-05 15:20:00
1362,2022-05-05 15:15:00
1363,2022-05-05 15:10:00
1364,2022-05-05 15:05:00
1365,2022-05-05 15:00:00
1366,2022-05-05 14:55:00
1367,2022-05-05 14:50:00
1368,2022-05-05 14:45:00
1369,2022-05-05 14:40:00
1370,2022-05-05 14:35:00
1371,2022-05-05 14:30:00
1372,2022-05-05 14:25:00
1373,2022-05-05 14:20:00
1374,2022-05-05 14:15:00
1375,2022-05-05 14:10:00
1376,2022-05-05 14:05:00
1377,2022-05-05 14:00:00
1378,2022-05-05 13:55:00
1379,2022-05-05 13:50:00
1380,2022-05-05 13:45:00
1381,2022-05-05 13:40:00
1382,2022-05-05 13:35:00
1383,2022-05-05 13:30:00
1384,2022-05-05 13:25:00
1385,2022-05-05 13:20:00
1386,2022-05-05 13:15:00
1387,2022-05-05 13:10:00
1388,2022-05-05 13:05:00
1389,2022-05-05 13:00:00
1390,2022-05-05 12:55:00
1391,2022-05-05 12:50:00
1392,2022-05-05 12:45:00
1393,2022-05-05 12:40:00
1394,2022-05-05 12:35:00
1395,2022-05-05 12:30:00
1396,2022-05-05 12:25:00
1397,2022-05-05 12:20:00
1398,2022-05-05 12:15:00
1399,2022-05-05 12:10:00
1400,2022-05-05 12:05:00
1401,2022-05-05 12:00:00
1402,2022-05-05 11:55:00
1403,2022-05-05 11:50:00
1404,2022-05-05 11:45:00
1405,2022-05-05 11:40:00
1406,2022-05-05 11:35:00
1407,2022-05-05 11:30:00
1408,2022-05-05 11:25:00
1409,2022-05-05 11:20:00
1410,2022-05-05 11:15:00
1411,2022-05-05 11:10:00
1412,2022-05-05 11:05:00
1413,2022-05-05 11:00:00
1414,2022-05-05 10:55:00
1415,2022-05-05 10:50:00
1416,2022-05-05 10:45:00
1417,2022-05-05 10:40:00
1418,2022-05-05 10:35:00
1419,2022-05-05 10:30:00
1420,2022-05-05 10:25:00
1421,2022-05-05 10:20:00
1422,2022-05-05 10:15:00
1423,2022-05-05 10:10:00
1424,2022-05-05 10:05:00
1425,2022-05-05 10:00:00
1426,2022-05-05 09:55:00
1427,2022-05-05 09:50:00
1428,2022-05-05 09:45:00
1429,2022-05-05 09:40:00
1430,2022-05-05 09:35:00
1431,2022-05-05 09:30:00
1432,2022-05-05 09:25:00
1433,2022-05-05 09:20:00
1434,2022-05-05 09:15:00
1435,2022-05-05 09:10:00
1436,2022-05-05 09:05:00
1437,2022-05-05 09:00:00
1438,2022-05-05 08:55:00
1439,2022-05-05 08:50:00
1440,2022-05-05 08:45:00
1441,2022-05-05 08:40:00
1442,2022-05-05 08:35:00
1443,2022-05-05 08:30:00
1444,2022-05-05 08:25:00
1445,2022-05-05 08:20:00
1446,2022-05-05 08:15:00
1447,2022-05-05 08:10:00
1448,2022-05-05 08:05:00
1449,2022-05-05 08:00:00
1450,2022-05-05 07:55:00
1451,2022-05-05 07:50:00
1452,2022-05-05 07:45:00
1453,2022-05-05 07:40:00
1454,2022-05-05 07:35:00
1455,2022-05-05 07:30:00
1456,2022-05-05 07:25:00
1457,2022-05-05 07:20:00
1458,2022-05-05 07:15:00
1459,2022-05-05 07:10:00
1460,2022-05-05 07:05:00
1461,2022-05-05 07:00:00
1462,2022-05-05 06:50:00
1463,2022-05-05 06:35:00
1464,2022-05-05 06:30:00
1465,2022-05-05 06:25:00
1466,2022-05-05 06:20:00
1467,2022-05-05 06:15:00
1468,2022-05-05 06:10:00
1469,2022-05-05 06:05:00
1470,2022-05-05 06:00:00
1471,2022-05-05 05:55:00
1472,2022-05-05 05:45:00
1473,2022-05-05 05:40:00
1474,2022-05-05 05:35:00
1475,2022-05-05 05:30:00
1476,2022-05-05 05:25:00
1477,2022-05-05 05:20:00
1478,2022-05-05 05:15:00
1479,2022-05-05 05:10:00
1480,2022-05-05 05:05:00
1481,2022-05-05 04:55:00
1482,2022-05-05 04:50:00
1483,2022-05-05 04:45:00
1484,2022-05-05 04:40:00
1485,2022-05-05 04:35:00
1486,2022-05-05 04:20:00
1487,2022-05-05 04:15:00
1488,2022-05-05 04:10:00
1489,2022-05-05 04:05:00
1490,2022-05-04 20:00:00
1491,2022-05-04 19:55:00
1492,2022-05-04 19:50:00
1493,2022-05-04 19:45:00
1494,2022-05-04 19:40:00
1495,2022-05-04 19:35:00
1496,2022-05-04 19:30:00
1497,2022-05-04 19:25:00
1498,2022-05-04 19:20:00
1499,2022-05-04 19:15:00
1500,2022-05-04 19:10:00
1501,2022-05-04 19:05:00
1502,2022-05-04 19:00:00
1503,2022-05-04 18:55:00
1504,2022-05-04 18:50:00
1505,2022-05-04 18:45:00
1506,2022-05-04 18:40:00
1507,2022-05-04 18:35:00
1508,2022-05-04 18:30:00
1509,2022-05-04 18:25:00
1510,2022-05-04 18:20:00
1511,2022-05-04 18:15:00
1512,2022-05-04 18:10:00
1513,2022-05-04 18:05:00
1514,2022-05-04 18:00:00
1515,2022-05-04 17:50:00
1516,2022-05-04 17:45:00
1517,2022-05-04 17:40:00
1518,2022-05-04 17:35:00
1519,2022-05-04 17:30:00
1520,2022-05-04 17:25:00
1521,2022-05-04 17:20:00
1522,2022-05-04 17:15:00
1523,2022-05-04 17:10:00
1524,2022-05-04 17:05:00
1525,2022-05-04 17:00:00
1526,2022-05-04 16:55:00
1527,2022-05-04 16:50:00
1528,2022-05-04 16:45:00
1529,2022-05-04 16:40:00
1530,2022-05-04 16:35:00
1531,2022-05-04 16:30:00
1532,2022-05-04 16:25:00
1533,2022-05-04 16:20:00
1534,2022-05-04 16:15:00
1535,2022-05-04 16:10:00
1536,2022-05-04 16:05:00
1537,2022-05-04 16:00:00
1538,2022-05-04 15:55:00
1539,2022-05-04 15:50:00
1540,2022-05-04 15:45:00
1541,2022-05-04 15:40:00
1542,2022-05-04 15:35:00
1543,2022-05-04 15:30:00
1544,2022-05-04 15:25:00
1545,2022-05-04 15:20:00
1546,2022-05-04 15:15:00
1547,2022-05-04 15:10:00
1548,2022-05-04 15:05:00
1549,2022-05-04 15:00:00
1550,2022-05-04 14:55:00
1551,2022-05-04 14:50:00
1552,2022-05-04 14:45:00
1553,2022-05-04 14:40:00
1554,2022-05-04 14:35:00
1555,2022-05-04 14:30:00
1556,2022-05-04 14:25:00
1557,2022-05-04 14:20:00
1558,2022-05-04 14:15:00
1559,2022-05-04 14:10:00
1560,2022-05-04 14:05:00
1561,2022-05-04 14:00:00
1562,2022-05-04 13:55:00
1563,2022-05-04 13:50:00
1564,2022-05-04 13:45:00
1565,2022-05-04 13:40:00
1566,2022-05-04 13:35:00
1567,2022-05-04 13:30:00
1568,2022-05-04 13:25:00
1569,2022-05-04 13:20:00
1570,2022-05-04 13:15:00
1571,2022-05-04 13:10:00
1572,2022-05-04 13:05:00
1573,2022-05-04 13:00:00
1574,2022-05-04 12:55:00
1575,2022-05-04 12:50:00
1576,2022-05-04 12:45:00
1577,2022-05-04 12:40:00
1578,2022-05-04 12:35:00
1579,2022-05-04 12:30:00
1580,2022-05-04 12:25:00
1581,2022-05-04 12:20:00
1582,2022-05-04 12:15:00
1583,2022-05-04 12:10:00
1584,2022-05-04 12:05:00
1585,2022-05-04 12:00:00
1586,2022-05-04 11:55:00
1587,2022-05-04 11:50:00
1588,2022-05-04 11:45:00
1589,2022-05-04 11:40:00
1590,2022-05-04 11:35:00
1591,2022-05-04 11:30:00
1592,2022-05-04 11:25:00
1593,2022-05-04 11:20:00
1594,2022-05-04 11:15:00
1595,2022-05-04 11:10:00
1596,2022-05-04 11:05:00
1597,2022-05-04 11:00:00
1598,2022-05-04 10:55:00
1599,2022-05-04 10:50:00
1600,2022-05-04 10:45:00
1601,2022-05-04 10:40:00
1602,2022-05-04 10:35:00
1603,2022-05-04 10:30:00
1604,2022-05-04 10:25:00
1605,2022-05-04 10:20:00
1606,2022-05-04 10:15:00
1607,2022-05-04 10:10:00
1608,2022-05-04 10:05:00
1609,2022-05-04 10:00:00
1610,2022-05-04 09:55:00
1611,2022-05-04 09:50:00
1612,2022-05-04 09:45:00
1613,2022-05-04 09:40:00
1614,2022-05-04 09:35:00
1615,2022-05-04 09:30:00
1616,2022-05-04 09:25:00
1617,2022-05-04 09:20:00
1618,2022-05-04 09:15:00
1619,2022-05-04 09:10:00
1620,2022-05-04 09:05:00
1621,2022-05-04 09:00:00
1622,2022-05-04 08:55:00
1623,2022-05-04 08:50:00
1624,2022-05-04 08:45:00
1625,2022-05-04 08:40:00
1626,2022-05-04 08:35:00
1627,2022-05-04 08:30:00
1628,2022-05-04 08:25:00
1629,2022-05-04 08:20:00
1630,2022-05-04 08:15:00
1631,2022-05-04 08:10:00
1632,2022-05-04 08:05:00
1633,2022-05-04 07:55:00
1634,2022-05-04 07:50:00
1635,2022-05-04 07:45:00
1636,2022-05-04 07:40:00
1637,2022-05-04 07:35:00
1638,2022-05-04 07:30:00
1639,2022-05-04 07:25:00
1640,2022-05-04 07:20:00
1641,2022-05-04 07:15:00
1642,2022-05-04 07:10:00
1643,2022-05-04 07:05:00
1644,2022-05-04 06:00:00
1645,2022-05-04 05:30:00
1646,2022-05-04 05:10:00
1647,2022-05-04 04:55:00
1648,2022-05-04 04:30:00
1649,2022-05-04 04:05:00
1650,2022-05-03 20:00:00
1651,2022-05-03 19:55:00
1652,2022-05-03 19:50:00
1653,2022-05-03 19:45:00
1654,2022-05-03 19:40:00
1655,2022-05-03 19:35:00
1656,2022-05-03 19:30:00
1657,2022-05-03 19:25:00
1658,2022-05-03 19:20:00
1659,2022-05-03 19:15:00
1660,2022-05-03 19:10:00
1661,2022-05-03 19:05:00
1662,2022-05-03 19:00:00
1663,2022-05-03 18:55:00
1664,2022-05-03 18:50:00
1665,2022-05-03 18:45:00
1666,2022-05-03 18:40:00
1667,2022-05-03 18:35:00
1668,2022-05-03 18:30:00
1669,2022-05-03 18:25:00
1670,2022-05-03 18:15:00
1671,2022-05-03 18:10:00
1672,2022-05-03 18:05:00
1673,2022-05-03 18:00:00
1674,2022-05-03 17:55:00
1675,2022-05-03 17:45:00
1676,2022-05-03 17:40:00
1677,2022-05-03 17:35:00
1678,2022-05-03 17:25:00
1679,2022-05-03 17:20:00
1680,2022-05-03 17:15:00
1681,2022-05-03 17:10:00
1682,2022-05-03 17:05:00
1683,2022-05-03 17:00:00
1684,2022-05-03 16:55:00
1685,2022-05-03 16:50:00
1686,2022-05-03 16:45:00
1687,2022-05-03 16:40:00
1688,2022-05-03 16:35:00
1689,2022-05-03 16:30:00
1690,2022-05-03 16:25:00
1691,2022-05-03 16:20:00
1692,2022-05-03 16:15:00
1693,2022-05-03 16:10:00
1694,2022-05-03 16:05:00
1695,2022-05-03 16:00:00
1696,2022-05-03 15:55:00
1697,2022-05-03 15:50:00
1698,2022-05-03 15:45:00
1699,2022-05-03 15:40:00
1700,2022-05-03 15:35:00
1701,2022-05-03 15:30:00
1702,2022-05-03 15:25:00
1703,2022-05-03 15:20:00
1704,2022-05-03 15:15:00
1705,2022-05-03 15:10:00
1706,2022-05-03 15:05:00
1707,2022-05-03 15:00:00
1708,2022-05-03 14:55:00
1709,2022-05-03 14:50:00
1710,2022-05-03 14:45:00
1711,2022-05-03 14:40:00
1712,2022-05-03 14:35:00
1713,2022-05-03 14:30:00
1714,2022-05-03 14:25:00
1715,2022-05-03 14:20:00
1716,2022-05-03 14:15:00
1717,2022-05-03 14:10:00
1718,2022-05-03 14:05:00
1719,2022-05-03 14:00:00
1720,2022-05-03 13:55:00
1721,2022-05-03 13:50:00
1722,2022-05-03 13:45:00
1723,2022-05-03 13:40:00
1724,2022-05-03 13:35:00
1725,2022-05-03 13:30:00
1726,2022-05-03 13:25:00
1727,2022-05-03 13:20:00
1728,2022-05-03 13:15:00
1729,2022-05-03 13:10:00
1730,2022-05-03 13:05:00
1731,2022-05-03 13:00:00
1732,2022-05-03 12:55:00
1733,2022-05-03 12:50:00
1734,2022-05-03 12:45:00
1735,2022-05-03 12:40:00
1736,2022-05-03 12:35:00
1737,2022-05-03 12:30:00
1738,2022-05-03 12:25:00
1739,2022-05-03 12:20:00
1740,2022-05-03 12:15:00
1741,2022-05-03 12:10:00
1742,2022-05-03 12:05:00
1743,2022-05-03 12:00:00
1744,2022-05-03 11:55:00
1745,2022-05-03 11:50:00
1746,2022-05-03 11:45:00
1747,2022-05-03 11:40:00
1748,2022-05-03 11:35:00
1749,2022-05-03 11:30:00
1750,2022-05-03 11:25:00
1751,2022-05-03 11:20:00
1752,2022-05-03 11:15:00
1753,2022-05-03 11:10:00
1754,2022-05-03 11:05:00
1755,2022-05-03 11:00:00
1756,2022-05-03 10:55:00
1757,2022-05-03 10:50:00
1758,2022-05-03 10:45:00
1759,2022-05-03 10:40:00
1760,2022-05-03 10:35:00
1761,2022-05-03 10:30:00
1762,2022-05-03 10:25:00
1763,2022-05-03 10:20:00
1764,2022-05-03 10:15:00
1765,2022-05-03 10:10:00
1766,2022-05-03 10:05:00
1767,2022-05-03 10:00:00
1768,2022-05-03 09:55:00
1769,2022-05-03 09:50:00
1770,2022-05-03 09:45:00
1771,2022-05-03 09:40:00
1772,2022-05-03 09:35:00
1773,2022-05-03 09:30:00
1774,2022-05-03 09:25:00
1775,2022-05-03 09:20:00
1776,2022-05-03 09:15:00
1777,2022-05-03 09:10:00
1778,2022-05-03 09:05:00
1779,2022-05-03 09:00:00
1780,2022-05-03 08:55:00
1781,2022-05-03 08:50:00
1782,2022-05-03 08:45:00
1783,2022-05-03 08:40:00
1784,2022-05-03 08:35:00
1785,2022-05-03 08:30:00
1786,2022-05-03 08:25:00
1787,2022-05-03 08:20:00
1788,2022-05-03 08:15:00
1789,2022-05-03 08:10:00
1790,2022-05-03 08:05:00
1791,2022-05-03 08:00:00
1792,2022-05-03 07:55:00
1793,2022-05-03 07:45:00
1794,2022-05-03 07:40:00
1795,2022-05-03 07:35:00
1796,2022-05-03 07:30:00
1797,2022-05-03 07:25:00
1798,2022-05-03 07:20:00
1799,2022-05-03 07:15:00
1800,2022-05-03 07:10:00
1801,2022-05-03 07:05:00
1802,2022-05-03 06:55:00
1803,2022-05-03 06:50:00
1804,2022-05-03 06:35:00
1805,2022-05-03 06:30:00
1806,2022-05-03 06:25:00
1807,2022-05-03 06:20:00
1808,2022-05-03 06:00:00
1809,2022-05-03 05:45:00
1810,2022-05-03 05:15:00
